price in aud,brand,model number,made in,warranty,available colors,body type,engine type,engine power,torque,no. of cylinders,transmission type,drive type,gear box,steering type,minimum turning radius,front suspension,back suspension,length,width,height,wheel base,ground clearance,kerb weight,tyre size,wheel size,front brake,rear brake,mileage in city,mileage on highway,fuel type,seating capacity,fuel tank capacity (litres),no. of doors,air conditioner,heater,antilock braking system,central locking,power steering,power windows,anti-lock braking,brake assist,power door locks,rear seat belts,seat belt warning,door ajar warning,adjustable seats,engine immobilizer,crash sensor,engine check warning,rear camera,anti-theft device,touch screen,audio system remote control,speakers front & back,bluetooth connectivity,usb & auxiliary input,adjustable steering column,height adjustable driving seat,digital clock,outside temperature display,smoke headlamps,electric folding rear view mirror,automatic climate control,low fuel warning light,rear reading lamp,bottle holder,voice control,steering gear type,child safety locks,night rear view mirror,vehicle stability control system,parking sensors,radio,fog lights front & back,keyless entry,centrally mounted fuel tank,leather seats,electric adjustable seats,charger,maximum speed,acceleration time (0-100 kmph),dvd player,boot space,tyre pressure monitor,smart access card entry,fuel system,tyre type,cd player,xenon headlamps,displacement (cc),halogen headlamps,assembled in,cassette player,shock absorbers type,valve configuration,removable/convertible top,introduction date
"30,427",KIA,seltos htx plus d 2022,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , and 5 years / 60,000 miles roadside assistance warranty.","intense red, punchy orange, glacier white pearl, sparkling silver, clear white, gray, aurora black pearl, imperial blue, red with black, gravity gray and white pearl with black.",suv,smartstream g1.4,[email protected],[email protected],4,manual,front wheel drive,6-speed,power,36.7 ft,mcpherson strut with coil spring,coupled torsion beam axle with coil spring,169.8 in,70.8 in,64.7 in,102.7 in,7.3 in,"3,087 lbs",p215/ 55 r18,18 in x 7 in aluminum wheels,discs,discs,20 city,24 hwy,gasoline,5 seater,50 liters,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,rack and pinion,yes,,yes,yes,,,yes,,,,,,,yes,,,,,,,,,,,,,,,
"40,882",KIA,sportage ex 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","pacific blue, sparkling silver, steel gray, black cherry, hyper red, and snow white pearl.",suv,2.4l inline-4 gas,181 hp @ 6000 rpm,175 lb-ft @ 4000 rpm,4,automatic,front-wheel drive,6-speed,power,34.8 ft,strut,multi-link,183.5 in,73.4 in,65.4 in,108.5 in,7.1 in,"3,373 lbs",p235/60hr18,18 in x 7.5 in aluminum wheels,discs,discs,25 mpg,32 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,,yes,yes,yes,,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,,,,
"40,018",KIA,sportage lx awd 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, everlasting silver, fusion black, steel gray, glacial white pearl, gravity gray, and snow white pearl.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,8-speed automatic,all-wheel drive,,power,38.6 ft,strut,multi-link,183.5 in,73.4 in,65.4 in,108.5 in,8.3 in,"3,543 lbs",p235/65hr17,17 in x 7 in aluminum wheels,discs,discs,23 mpg,28 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,yes,,,,,,,yes,,,,,,,,,yes,,,,,,
"47,938",KIA,sportage sx awd 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, sapphire blue, dawning red, glacial white pearl, glacier white pearl/ebony black roof, gravity gray, jungle green/ebony black roof, and wolf gray/ebony black roof.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,automatic,all-wheel drive,8-speed,power,38.6 ft,strut,multi-link,183.5 in,73.4 in,66.3 in,108.5 in,8.3 in,"3,543 lbs",p235/60hr18,18 n x 7.5 in,discs,discs,23 mpg,28 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,,,,
"45,346",KIA,sportage sx 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, sapphire blue, dawning red, glacial white pearl, glacier white pearl/ebony black roof, gravity gray, jungle green/ebony black roof, and wolf gray/ebony black roof.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,automatic,front-wheel drive,8-speed,power,38.6 ft,strut,multi-link,183.5 in,73.4 in,66.9 in,108.5 in,7.1 in,"3,373 lbs",p235/55hr19,19 n x 7.5 in,discs,discs,25 mpg,32 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,,,,
"50,818",KIA,sportage sx-prestige awd 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, sapphire blue, dawning red, glacial white pearl, glacier white pearl/ebony black roof, gravity gray, jungle green/ebony black roof, and wolf gray/ebony black roof.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,automatic,all-wheel drive,8-speed,power,38.6 ft,strut,multi-link,183.5 in,73.4 in,66.9 in,108.5 in,8.3 in,"3,543 lbs",p235/55hr19,19 n x 7.5 in,discs,discs,23 mpg,28 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,,,,
"48,226",KIA,sportage sx-prestige 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, sapphire blue, dawning red, glacial white pearl, glacier white pearl/ebony black roof, gravity gray, jungle green/ebony black roof, and wolf gray/ebony black roof.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,automatic,front-wheel drive,8-speed,power,38.6 ft,strut,multi-link,183.5 in,73.4 in,66.9 in,108.5 in,7.1 in,"3,373 lbs",p235/55hr19,19 n x 7.5 in,discs,discs,25 mpg,32 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,,,,
"52,978",KIA,sportage x-pro prestige 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, sapphire blue, dawning red, glacial white pearl, glacier white pearl/ebony black roof, gravity gray, jungle green/ebony black roof, and wolf gray/ebony black roof.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,automatic,all-wheel drive,8-speed,power,38.6 ft,strut,multi-link,183.5 in,73.4 in,66.9 in,108.5 in,8.3 in,"3,543 lbs",p235/65hr17,17 n x 7 in,discs,discs,23 mpg,28 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,yes,,,,,,,yes,,,,,,,,,yes,,,,,,
"68,227",KIA,e soul 64kwh 2022,south korea,basic: 7-year warranty,steel gray. inferno red. snow white pearl. cherry black. mars orange. gravity gray. neptune blue. undercover green.,suv,electric,150 kw (204 hp),395 nm (291 lb-ft),,automatic,front-wheel drive,single-speed,power,,macpherson struts,multi-link,165.1 in,70.8 in,63.1 in,102.4 in,6.7 in,"1,807 lbs",205/60r16,16 inch,discs,discs,tbc,tbc,electric,5 seats,tbc,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,,,,yes,,rack and pinion,yes,,yes,yes,,,,,,yes,"yes  battery capacity : 67.5 kwh total  range : 370 km  ac charging : type 2 7 kw, 0-100% in 9 hours 35 min  dc charging : ccs 100 kw max, 0-80% in 54 min",104 mph,0-60 mph in 6.4 seconds,,,,,,,,,,,,,,,,
"66,384",KIA,e niro 39kwh 2022,south korea,basic: 7-year warranty,steel gray. inferno red. snow white pearl. cherry black. mars orange. gravity gray. neptune blue. undercover green.,suv,electric,fwd 100 kw (136 hp),395 nm (291 lb-ft),,automatic,front-wheel drive,single-speed,electric,,macpherson struts,multi-link,172.2 in,71.0 in,61.8 in,106.3 in,6.1 in,"3,510 lbs",205/60r16,16 inch,discs,discs,tbc,tbc,electric,5 seats,tbc,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,,,,yes,,rack and pinion,yes,,yes,yes,,,,,,yes,"yes  battery capacity : 42 kwh total  range : 235 km  ac charging : type 2 7 kw, 0-100% in 9 hours 35 min  dc charging : ccs 100 kw max, 0-80% in 54 min",96 mph,0-60 mph in 9.3 seconds,,,,,,,,,,,,,,,,
"67,680",KIA,e niro 64kwh 2022,south korea,,,suv,,fwd 150 kw (204 hp),395 nm (291 lb-ft),,automatic,all-wheel drive,8-speed,power,,macpherson struts,multi-link,,,,2700 mm (106.3 in),,,,r17,4 wheel discs,4 wheel abs,,,gasoline,5 seats,,5 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,,,,yes,,rack and pinion,yes,,yes,yes,,,,,,yes,yes  battery capacity : 67.5 kwh total  range : 455 km,104 mph,,,,,,,,,,,,,,,,,
"38,880",KIA,sportage x-line phev 2023,south korea,,,suv,1.6l turbo inline-4 plug-in hybrid,267 hp,,,automatic,all-wheel drive,6-speed,rack-pinion,,,,183.5 in,63.9 in,66.1 in,108.5 in,,,p205/60hr16,19 x 7.5,discs,discs,tbc,tbc,,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,,,,yes,,,yes,,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,
"42,898",KIA,sportage ex awd 2023,south korea,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, sapphire blue, dawning red, glacial white pearl, glacier white pearl/ebony black roof, gravity gray, jungle green/ebony black roof, and wolf gray/ebony black roof.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,8-speed automatic,all-wheel drive,,electric,36.8 ft,strut,multi-link,183.5 in,73.4 in,66.1 in,108.5 in,8.3 in,"3,543 lbs",p235/60hr18,18 in x 7.5 in,discs,discs,23 mpg,28 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,rack-pinion,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,yes,,,,,,,,,yes,,,,,yes,
"49,666",KIA,sportage ex awd 2022,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","ebony black, sapphire blue, dawning red, glacial white pearl, glacier white pearl/ebony black roof, gravity gray, jungle green/ebony black roof, and wolf gray/ebony black roof.",suv,2.5l inline-4 gas,187 hp @ 6100 rpm,178 lb-ft @ 4000 rpm,4,automatic,all-wheel drive,8-speed,power,38.6 ft,strut,multi-link,183.5 in,73.4 in,66.9 in,108.5 in,8.3 in,"3,543 lbs",p235/65hr17,17 n x 7 in,discs,discs,23 mpg,28 mpg,gasoline,5 seater,14.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,yes,,,,,,,yes,,,,,,,,,yes,,,,,,
"50,818",KIA,cerato sport hatchback 2022,south korea,"basic: 10-yea/100,000 miles","clear white, silky white pearl, silky silver, aurora black, platinum graphite, steel grey, runway red, horizon blue, mineral blue",sedan,in-line 4 cyl. dohc mpi1 d-cvvt2 16 valve,112 hp @ 6200 rpm,192 lb-ft @ 4000 rpm,4,automatic,front-wheel drive,6-speed,mdps4 (electric power steering),10.6 m,mcpherson strut,coupled torsion beam axle,182.6 in,70.8 in,56.9 in,106.2 in,5.5 in,"2,910 lbs",p225/45r17,17 in x 7 in,discs,discs,17 mpg,13 mpg,petrol,5 seater,13.2 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,rack & pinion,yes,,,yes,,,,,yes,,turbo,tbc km/h,0-100 km/h in 7.2 seconds,,,,,,,,,"1,999",,,,,,,
"80,496",KIA,ev6 gt-line awd 2022,south korea,,"runway red, yacht blue, aurora black pearl, snow white pearl, and steel matte gray.",suv,electric,320 hp,446 lb-ft,,single speed automatic,all-wheel drive,,rack-pinion,38.2 ft,strut,multi-link,184.8 in,74.4 in,60.8 in,114.2 in,6.1 in,"4,502 lbs",p255/45hr20,20 in x 8 in aluminum wheels,discs,discs,116 mpge,94 mpge,electric,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,,yes,"yes  battery size: 77.4 kwh  range: 274 miles  charge time: 68 hrs charge time @ 110/120v, 8.4 hrs charge time @ 220/240v, 1.22 hrs charge time @ 440v",,,,,yes,yes,,,,,,,,,,,,
"68,962",KIA,telluride sx-p 2023,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , and 5 years / 60,000 miles roadside assistance warranty.","everlasting silver, gravity gray, ebony black, glacier white pearl, sangria, and snow white pearl.",suv,3.8l v6 gas,291 hp @ 6000 rpm,262 lb-ft @ 5200 rpm,6,automatic,all-wheel drive,8-speed,power,38.8 ft,strut,multi-link,196.9 in,78.3 in,68.9 in,114.2 in,8 in,"4,354 lbs",p245/50vr20,20 in x 7.5 in aluminum wheels,discs,discs,19 mpg,24 mpg,gasoline,7 seater,18.8 gallons,5 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,,yes,,yes,yes,yes,yes,rack and pinion,yes,,yes,yes,,,yes,,yes,,,226 km/h,0-100 km/h in 7.2 seconds,,,,,,,,,,,,,,,,
"54,720",KIA,telluride lx 2023,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , and 5 years / 60,000 miles roadside assistance warranty.","everlasting silver, gravity gray, ebony black, glacier white pearl, and sangria.",suv,3.8l v6 gas,291 hp @ 6000 rpm,262 lb-ft @ 5200 rpm,6,automatic,front-wheel drive,8-speed,power,38.8 ft,strut,multi-link,196.9 in,78.3 in,68.9 in,114.2 in,8 in,"4,112 lbs",p245/60hr18,18 in x 7.5 in aluminum wheels,discs,discs,20 mpg,26 mpg,gasoline,8 seater,18.8 gallons,5 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,,yes,,yes,yes,yes,yes,rack-pinion,yes,,yes,yes,,,yes,,yes,,,120 mph,0-60 mph 7.5 sec,,,,,,,,,,,,,,,,
"73,728",KIA,ev6 gt-line 2022,south korea,,"runway red, yacht blue, aurora black pearl, snow white pearl, and steel matte gray.",suv,electric,225 hp,258 lb-ft,,single speed automatic,rear-wheel drive,,rack-pinion,38.2 ft,strut,multi-link,184.8 in,74.4 in,60.8 in,114.2 in,6.1 in,"4,255 lbs",p235/55hr19,19 in x 7.5 in aluminum wheels,discs,discs,134 mpge,101 mpge,electric,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,,yes,"yes  battery size: 77.4 kwh  range: 310 miles  charge time: 68 hrs charge time @ 110/120v, 8.7 hrs charge time @ 220/240v, 1.22 hrs charge time @ 440v",,,,,yes,yes,,,,,,,,,,,,
"73,296",KIA,ev6 wind awd 2022,south korea,,"gravity blue, interstella gray, runway red, steel gray, yacht blue, aurora black pearl, glacier, snow white pearl.",suv,electric,320 hp,446 lb-ft,,single speed automatic,all-wheel drive,,rack-pinion,38.2 ft,strut,multi-link,184.3 in,74 in,60.8 in,114.2 in,6.1 in,"4,502 lbs",p235/55hr19,19 in x 7.5 in aluminum wheels,discs,discs,116 mpge,94 mpge,electric,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,,yes,"yes  battery size: 77.4 kwh  range: 274 miles  charge time: 68 hrs charge time @ 110/120v, 8.4 hrs charge time @ 220/240v, 1.22 hrs charge time @ 440v",,,,,yes,yes,,,,,,,,,,,,
"67,680",KIA,ev6 wind 2022,south korea,,"gravity blue, interstella gray, runway red, steel gray, yacht blue, aurora black pearl, glacier, snow white pearl.",suv,electric,225 hp,258 lb-ft,,single speed automatic,rear-wheel drive,,rack-pinion,38.2 ft,strut,multi-link,184.3 in,74 in,60.8 in,114.2 in,6.1 in,"4,255 lbs",p235/55hr19,19 in x 7.5 in aluminum wheels,discs,discs,134 mpge,101 mpge,electric,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,,yes,"yes  battery size: 77.4 kwh  range: 310 miles  charge time: 68 hrs charge time @ 110/120v, 8.7 hrs charge time @ 220/240v, 1.22 hrs charge time @ 440v",,,,,yes,yes,,,,,,,,,,,,
"58,896",KIA,ev6 light 2022,south korea,,"gravity blue, interstella gray, and snow white pearl.",suv,electric,167 hp,258 lb-ft,,single speed automatic,rear-wheel drive,,rack-pinion,38.2 ft,strut,multi-link,184.3 in,74 in,60.8 in,114.2 in,6.1 in,"3,984 lbs",p235/55hr19,19 in x 7.5 in aluminum wheels,discs,discs,136 mpge,100 mpge,electric,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,,yes,"yes  battery size: 58 kwh  range: 265 miles  charge time: 51 hrs charge time @ 110/120v, 6.3 hrs charge time @ 220/240v, 1.05 hrs charge time @ 440v",,,,,yes,yes,,,,,,,,,,,,
"65,074",KIA,sorento plug-in hybrid sx 2022,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , and 5 years / 60,000 miles roadside assistance warranty.","aurora black, gravity blue, platinum graphite, silky silver, silky silver, runway red, and snow white pearl.",suv,1.6l turbo inline-4 plug-in hybrid,177 hp @ 5500 rpm,195 lb-ft @ 1500 rpm,4,automatic,all-wheel drive,6-speed,power,37.9 ft,strut,multi-link,189.4 in,74.8 in,66.7 in,110.8 in,6.9 in,"4,537 lbs",p235/55hr19,19 in x 7.5 in aluminum wheels,discs,discs,,,plug-in hybrid,6 seater,17.7 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,yes,,,,yes  battery size : 14 kwh,estimated 193 km/h,0-100 km/h in 7.2 seconds,,,,,,,,,,,,,,,,
"38,880",KIA,sportage hybrid s 2023,,"5 years / 60,000 miles basic, 5 years / 100,000 miles corrosion, 10 years / 100,000 miles drivetrain and 5 years / 60,000 miles roadside assistance warranty","pacific blue, sparkling silver, steel gray, black cherry, hyper red, and snow white pearl.",suv,1.6l turbo inline-4 hybrid,226 hp,,,automatic,all-wheel drive,6-speed,power,,strut,multi-link,tbc,tbc,tbc,tbc,,tbc,tbc,tbc,discs,discs,tbc,tbc,hybrid,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,yes,,,,,,,yes,,,,,,,,,yes,,,,,,
"36,000",KIA,niro lx 2023,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , 5 years / 60,000 miles roadside assistance warranty.","deep cerulean, runway red, silky silver, aurora black pearl, and snow white pearl.",suv,1.6l inline-4 hybrid,139 hp @ 5700 rpm,195 lb-ft @ 2400 rpm,4,automatic,front-wheel drive,6-speed,power,35 ft,strut,multi-link,171.5 in,71.1 in,60.4 in,106.3 in,6.3 in,"3,117 lbs",p205/60hr16,16 in x 6.5 in aluminum wheels,discs,discs,53 city,48 hwy,hybrid,5 seater,11.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,yes,rack-pinion,yes,,yes,yes,,,,,,,yes  battery size: 1.56 kwh,,,,,,,,,,,,,,,,,,
"40,306",KIA,seltos sx turbo 2022,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , and 5 years / 60,000 miles roadside assistance warranty.","dark ocean blue, gravity gray, mars orange, neptune blue, starbright yellow, steel gray, cherry black, clear white/black roof, dark ocean blue/black roof, dark ocean blue/white roof, snow white pearl, and starbright yellow/black roof.",suv,1.6l turbo inline-4 gas,175 hp @ 6000 rpm,195 lb-ft @ 1500 rpm,4,automatic,other,7-speed,power,34.8 ft,strut,multi-link,172 in,70.9 in,63.6 in,103.5 in,7.3 in,"3,317 lbs",p235/45hr18,18 in x 7.5 in aluminum wheels,discs,discs,25 city,30 hwy,gasoline,5 seater,13.2 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,yes,,,,,,,yes,,,,,,,,,,,,,,,
"38,434",KIA,seltos nightfall edition 2022,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , and 5 years / 60,000 miles roadside assistance warranty.","dark ocean blue, gravity gray, mars orange, neptune blue, starbright yellow, steel gray, cherry black, clear white/black roof, dark ocean blue/black roof, dark ocean blue/white roof, snow white pearl, and starbright yellow/black roof.",suv,1.6l turbo inline-4 gas,175 hp @ 6000 rpm,195 lb-ft @ 1500 rpm,4,automatic,other,7-speed,power,34.8 ft,strut,multi-link,172 in,70.9 in,63.6 in,103.5 in,7.3 in,"3,317 lbs",p235/45hr18,18 in x 7.5 in aluminum wheels,discs,discs,25 city,30 hwy,gasoline,5 seater,13.2 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,yes,,,,,,,yes,,,,,,,,,,,,,,,
"37,138",KIA,seltos ex 2022,south korea,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , and 5 years / 60,000 miles roadside assistance warranty.","dark ocean blue, gravity gray, neptune blue, steel gray, cherry black, and snow white pearl.",suv,2.0l inline-4 gas,146 hp @ 6200 rpm,132 lb-ft @ 4500 rpm,4,continuously variable automatic (cvt),other,,power,34.8 ft,strut,multi-link,172 in,70.9 in,63.6 in,103.5 in,7.3 in,"3,087 lbs",p215/55hr17,17 in x 7 in aluminum wheels,discs,discs,27 city,31 hwy,gasoline,5 seater,13.2 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,rack and pinion,yes,,yes,yes,,,yes,,,,,,,yes,,,,,,,,,,,,,,,
"24,322",KIA,rio s ivt 2022,,"5 years / 60,000 miles basic , 5 years / 100,000 miles corrosion , 10 years / 100,000 miles drivetrain , 5 years / 60,000 miles roadside assistance warranty.","clear white, currant red, silky silver, sporty blue, steel gray, and aurora black.",sedan,1.6-liter inline-4 gas,120 hp @ 6300 rpm,112 lb-ft @ 4500 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,33.5 ft,strut,torsion beam,172.6 in,67.9 in,57.1 in,101.6 in,5.5 in,"2,767 lbs",p185/65tr15,15 in x 5.5 in steel wheels,discs,discs,33 city,41 hwy,gasoline,5 seater,11.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,rack-pinion,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
